Rosay	person-other

Hapag-Lloyd	person-other
founded	O
the	O
charter	O
airline	O
Hapag-Lloyd	organization-company
Flug	organization-company
in	O
1972	O
,	O
buying	O
a	O
few	O
Boeing	product-airplane
727s	product-airplane
to	O
fly	O
its	O
cruise	O
passengers	O
from	O
Germany	location-GPE
to	O
the	O
cruises	O
'	O
ports	O
of	O
call	O
.	O

The	O
Mil	product-airplane
Mi-58	product-airplane
was	O
a	O
projected	O
twin-turbine	O
passenger	O
helicopter	O
based	O
on	O
the	O
Mil	product-airplane
Mi-28	product-airplane
first	O
announced	O
at	O
the	O
1995	event-other
Paris	event-other
Air	event-other
Show	event-other
.	O

On	O
7	O
December	O
1996	O
an	O
American	location-GPE
-built	O
Bell	product-airplane
212	product-airplane
air	O
force	O
helicopter	O
carrying	O
Sri	location-GPE
Lank	location-GPE
a	O
’	O
s	O
Deputy	O
Defence	O
Minister	O
,	O
Anuruddha	person-politician
Ratwatte	person-politician
,	O
Army	O
Commander	O
,	O
Rohan	person-other
Daluwatte	person-other
and	O
Rajaguru	person-other
crashed	O
several	O
miles	O
north	O
of	O
the	O
Weli	location-other
Oya	location-other
army	location-other
base	location-other
in	O
Liberation	location-GPE
Tigers	location-GPE
of	O
Tamil	location-GPE
Eelam	location-GPE
-held	O
jungle	O
of	O
northern	O
Sri	location-GPE
Lanka	location-GPE
.	O

While	O
less	O
powerful	O
than	O
the	O
Cyclone	O
,	O
the	O
M-22	product-airplane
powered	product-airplane
aircraft	product-airplane
were	O
still	O
superior	O
to	O
the	O
I-5	product-airplane
which	O
it	O
replaced	O
,	O
demonstrating	O
excellent	O
manoeuvrability	O
.	O

Services	O
to	O
Værøy	location-GPE
are	O
provided	O
to	O
Bodø	location-GPE
twice	O
per	O
day	O
by	O
Lufttransport	organization-company
using	O
a	O
fifteen-seat	O
AgustaWestland	product-airplane
AW139	product-airplane
helicopter	O
.	O

During	O
the	O
period	O
1	O
April	O
1969	O
through	O
1	O
January	O
1973	O
there	O
was	O
a	O
39th	organization-other
TEWS	organization-other
flying	O
EB-66	product-airplane
's	product-airplane
at	O
Spangdahlem	location-GPE
Air	location-GPE
Base	location-GPE
West	location-GPE
Germany	location-GPE
which	O
was	O
a	O
separate	O
unit	O
unrelated	O
to	O
the	O
39th	organization-other
TEWTS	organization-other
.	O

On	O
2	O
November	O
1922	O
,	O
eighty-four-year-old	O
outback	O
pioneer	O
Alexander	product-airplane
Kennedy	product-airplane
became	O
the	O
first	O
passenger	O
on	O
the	O
first	O
scheduled	O
service	O
(	O
piloted	O
by	O
Hudson	person-other
Fysh	person-other
)	O
receiving	O
ticket	O
number	O
one	O
for	O
a	O
flight	O
from	O
Longreach	location-GPE
to	O
Cloncurry	location-GPE
.	O

However	O
,	O
the	O
introduction	O
of	O
gliders	O
that	O
could	O
carry	O
vehicles	O
(	O
such	O
as	O
the	O
Waco	product-airplane
Hadrian	product-airplane
and	O
Airspeed	product-airplane
Horsa	product-airplane
)	O
made	O
the	O
Rotabuggy	product-airplane
superfluous	O
and	O
further	O
development	O
was	O
cancelled	O
.	O

Other	O
Canadian	location-GPE
Pacific	O
flights	O
into	O
the	O
airport	O
over	O
the	O
years	O
were	O
operated	O
with	O
such	O
twin	O
engine	O
prop	O
aircraft	O
as	O
the	O
Lockheed	product-airplane
Lodestar	product-airplane
,	O
the	O
Douglas	product-airplane
DC-3	product-airplane
and	O
the	O
Convair	product-airplane
240	product-airplane
as	O
well	O
as	O
with	O
the	O
larger	O
,	O
four	O
engine	O
Douglas	product-airplane
DC-6B	product-airplane
propliner	O
and	O
the	O
Bristol	product-airplane
Britannia	product-airplane
turboprop	O
.	O

Since	O
its	O
inception	O
Beechcraft	product-airplane
has	O
resided	O
in	O
Wichita	location-GPE
,	O
Kansas	location-GPE
,	O
also	O
the	O
home	O
of	O
chief	O
competitor	O
Cessna	organization-company
,	organization-company
the	O
birthplace	O
of	O
Learjet	product-airplane
and	O
of	O
Stearman	product-airplane
,	O
whose	O
trainers	O
were	O
used	O
in	O
large	O
numbers	O
during	O
WW	event-attack,battle,war,militaryconflict
II	event-attack,battle,war,militaryconflict
.	O

A	O
fourth	O
pair	O
of	O
hijackers	O
on	O
an	O
El	product-airplane
Al	product-airplane
flight	O
were	O
overpowered	O
by	O
security	O
guards	O
and	O
passengers	O
.	O

In	O
December	O
2016	O
,	O
Jet2.com	organization-company
announced	O
that	O
it	O
had	O
ordered	O
a	O
further	O
four	O
Boeing	product-airplane
737-800	product-airplane
aircraft	O
,	O
bringing	O
the	O
total	O
on	O
order	O
to	O
34	O
.	O

The	O
seaplane	O
tenders	O
sailors	O
worked	O
around	O
the	O
clock	O
to	O
fuel	O
,	O
repair	O
,	O
arm	O
,	O
control	O
the	O
seaplanes	O
,	O
feed	O
and	O
care	O
for	O
the	O
PBY	product-airplane
Catalina	product-airplane
crews	O
.	O

During	O
World	event-attack,battle,war,militaryconflict
War	event-attack,battle,war,militaryconflict
II	event-attack,battle,war,militaryconflict
,	O
the	O
United	organization-other
States	organization-other
Army	organization-other
Air	organization-other
Forces	organization-other
Sixth	organization-other
Air	organization-other
Force	organization-other
stationed	O
the	O
12th	organization-other
Bombardment	organization-other
Squadron	organization-other
(	O
25th	organization-other
Bombardment	organization-other
Group	organization-other
)	O
at	O
the	O
airport	O
for	O
antisubmarine	O
patrols	O
flying	O
B-18	product-airplane
Bolo	product-airplane
aircraft	product-airplane
from	O
November	O
8	O
,	O
1941	O
to	O
November	O
10	O
,	O
1942	O
.	O

Following	O
their	O
transition	O
to	O
the	O
F/A-18F	product-airplane
,	O
the	O
squadron	O
was	O
officially	O
re-designated	O
as	O
VFA-103	organization-other
in	O
February	O
2005	O
.	O

Premium	O
Economy	O
is	O
available	O
on	O
the	O
Embraer	product-airplane
190	product-airplane
and	O
new	O
Boeing	product-airplane
737-800	product-airplane
aircraft	O
.	O

The	O
CRJ	product-airplane
was	O
formerly	O
manufactured	O
by	O
Bombardier	organization-company
Aerospace	organization-company
with	O
the	O
manufacturing	O
of	O
the	O
first	O
CRJ	product-airplane
generation	O
,	O
the	O
CRJ100/200	product-airplane
(	O
introduced	O
in	O
1991	O
)	O
and	O
the	O
second	O
CRJ	product-airplane
generation	O
,	O
the	O
CRJ700	product-airplane
series	O
(	O
introduced	O
in	O
1999	O
)	O
.	O

MTVR	product-airplane
variants	O
can	O
be	O
internally	O
transported	O
by	O
C-5	product-airplane
,	O
C-17	product-airplane
and	O
C-130	product-airplane
Hercules	product-airplane
transport	O
aircraft	O
.	O

There	O
were	O
no	O
injuries	O
among	O
the	O
371	O
occupants	O
of	O
the	O
Boeing	product-airplane
777	product-airplane
and	O
it	O
remained	O
grounded	O
at	O
the	O
airport	O
for	O
10	O
months	O
,	O
leaving	O
in	O
December	O
2016	O
.	O

AirTran	organization-company
Airways	organization-company
was	O
founded	O
in	O
1993	O
as	O
Conquest	organization-company
Sun	organization-company
Airlines	organization-company
and	O
began	O
operations	O
as	O
a	O
start	O
up	O
Boeing	product-airplane
737-200	product-airplane
operator	O
with	O
service	O
to/from	O
Orlando	location-GPE
.	O

The	O
decision	O
to	O
close	O
the	O
base	O
was	O
due	O
to	O
the	O
realization	O
that	O
the	O
B-58	product-airplane
Hustler	product-airplane
could	O
be	O
accommodated	O
at	O
other	O
bases	O
through	O
the	O
elimination	O
of	O
B-47	product-airplane
Stratojet	product-airplane
units	O
ahead	O
of	O
schedule	O
.	O

In	O
1962	O
ADC	organization-other
replaced	O
the	O
squadron	O
's	O
F-89s	product-airplane
with	O
newer	O
Convair	product-airplane
F-102	product-airplane
Delta	product-airplane
Dagger	product-airplane
supersonic	O
interceptors	O
,	O
the	O
F-89s	product-airplane
generally	O
being	O
worn-out	O
after	O
nearly	O
a	O
decade	O
of	O
continual	O
interceptions	O
.	O

Domestic	O
services	O
began	O
in	O
1946	O
with	O
Boeing	product-airplane
247	product-airplane
equipment	O
.	O

The	O
Su-27	O
LERX	O
help	O
make	O
some	O
advanced	O
maneuvers	O
possible	O
,	O
such	O
as	O
the	O
Pugachev	product-airplane
's	product-airplane
Cobra	product-airplane
,	O
the	O
Cobra	product-airplane
Turn	product-airplane
and	O
the	O
Kulbit	product-airplane
.	O

One	O
of	O
the	O
Lockheed	product-airplane
C-5	product-airplane
Galaxy	product-airplane
planes	product-airplane
involved	O
in	O
the	O
operation	O
crashed	O
,	O
killing	O
155	O
passengers	O
and	O
crew	O
and	O
seriously	O
reducing	O
the	O
morale	O
of	O
the	O
American	organization-other
staff	organization-other
.	O

,	O
there	O
two	O
operational	O
DC-4	product-airplane
's	O
in	O
South	location-GPE
Africa	location-GPE
.	O

On	O
28	O
October	O
,	O
Operation	O
Tarnegol	O
was	O
effected	O
,	O
during	O
which	O
an	O
Israeli	location-GPE
Gloster	product-airplane
Meteor	product-airplane
NF.13	product-airplane
intercepted	O
and	O
destroyed	O
an	O
Egyptian	location-GPE
Ilyushin	product-airplane
Il-14	product-airplane
carrying	O
Egyptian	location-GPE
officers	O
en	O
route	O
from	O
Syria	location-GPE
to	O
Egypt	location-GPE
,	O
killing	O
16	O
Egyptian	location-GPE
officers	O
and	O
journalists	O
and	O
two	O
crewmen	O
.	O

Another	O
use	O
for	O
the	O
terminal	O
was	O
for	O
the	O
memorial	O
ceremonies	O
upon	O
the	O
arrival	O
of	O
the	O
casket	O
of	O
Col.	person-other
Ilan	person-other
Ramon	person-other
after	O
the	O
Space	product-airplane
Shuttle	product-airplane
Columbia	product-airplane
disaster	O
in	O
February	O
2003	O
and	O
the	O
arrival	O
of	O
Elhanan	person-other
Tannenbaum	person-other
and	O
the	O
caskets	O
of	O
3	O
Israeli	location-GPE
soldiers	O
from	O
Lebanon	location-GPE
in	O
January	O
2004	O
.	O

In	O
late	O
2006	O
,	O
the	O
48th	O
expanded	O
its	O
mission	O
by	O
adding	O
the	O
56th	organization-other
Rescue	organization-other
Squadron	organization-other
and	O
its	O
five	O
Sikorsky	product-airplane
HH-60G	product-airplane
Pave	product-airplane
Hawk	product-airplane
helicopters	O
.	O

The	O
100th	product-airplane
Bomb	product-airplane
Wing	product-airplane
was	O
assigned	O
the	O
new	O
B-47E	O
Stratojet	O
swept-wing	O
medium	O
bombers	O
in	O
1954	O
,	O
capable	O
of	O
flying	O
at	O
high	O
subsonic	O
speeds	O
and	O
primarily	O
designed	O
for	O
penetrating	O
the	O
airspace	O
of	O
the	O
Soviet	location-GPE
Union	location-GPE
.	O

On	O
9	O
May	O
1972	O
,	O
a	O
Lockheed	product-airplane
EC-121	product-airplane
Warning	product-airplane
Star	product-airplane
made	O
an	O
early	O
morning	O
launch	O
from	O
Da	location-other
Nang	location-other
Air	location-other
Base	location-other
to	O
support	O
the	O
operation	O
.	O

The	O
MiG-35	product-airplane
was	O
entered	O
in	O
place	O
of	O
the	O
prototype	O
MiG-29OVT	product-airplane
.	O

After	O
a	O
brief	O
selection	O
period	O
,	O
the	O
``	O
Reichsluftfahrtministerium	organization-government,governmentagency
``	O
(	O
German	organization-government,governmentagency
Air	organization-government,governmentagency
Ministry	organization-government,governmentagency
,	O
RLM	organization-government,governmentagency
)	O
decided	O
on	O
the	O
Heinkel	product-airplane
He	product-airplane
60	product-airplane
biplane	O
.	O

During	O
this	O
process	O
the	O
PoAF	organization-other
evaluated	O
the	O
Dassault	product-airplane
Mirage	product-airplane
III	product-airplane
,	O
Dassault	product-airplane
Mirage	product-airplane
5	product-airplane
,	O
Northrop	product-airplane
F-5	product-airplane
,	O
McDonnell	product-airplane
Douglas	product-airplane
F-4	product-airplane
Phantom	product-airplane
II	product-airplane
,	O
and	O
the	O
SAAB	product-airplane
J-35	product-airplane
Draken	product-airplane
before	O
selecting	O
the	O
Corsair	product-airplane
II	product-airplane
in	O
1980	O
.	O

As	O
of	O
January	O
2011	O
,	O
the	O
Riau	organization-company
Airlines	organization-company
fleet	O
consisted	O
of	O
a	O
leased	O
Boeing	product-airplane
737-500	product-airplane
from	O

She	O
later	O
embarked	O
on	O
a	O
90-day	O
cross-country	O
flight	O
with	O
fellow	O
pilot	O
,	O
Joyce	person-other
Case	person-other
,	O
in	O
a	O
Beechcraft	product-airplane
Musketeer	product-airplane
airplane	O
.	O

The	O
Space	product-airplane
Shuttle	product-airplane
orbiter	O
did	O
not	O
carry	O
anti-collision	O
lights	O
,	O
navigational	O
lights	O
,	O
or	O
landing	O
lights	O
,	O
because	O
the	O
orbiter	O
always	O
landed	O
in	O
areas	O
that	O
had	O
been	O
specially	O
cleared	O
by	O
both	O
the	O
Federal	organization-government,governmentagency
Aviation	organization-government,governmentagency
Administration	organization-government,governmentagency
and	O
the	O
Air	organization-other
Force	organization-other
.	O

The	O
helicopters	product-airplane
saw	O
a	O
radio	product-other
antenna	product-other
and	O
were	O
fired	O
on	O
and	O
at	O
16:30	O
aero-rifle	product-other
troops	O
were	O
landed	O
nearby	O
,	O
but	O
were	O
quickly	O
pinned	O
down	O
by	O
enemy	O
fire	O
.	O

The	O
wings	O
have	O
a	O
greater	O
span	O
than	O
the	O
TG-4	product-airplane
using	O
a	O
NACA	product-airplane
44	product-airplane
-series	O
airfoil	O
.	O

In	O
1940	O
,	O
the	O
radar	O
station	O
was	O
bombed	O
by	O
Ju	product-airplane
87	product-airplane
Stuka	product-airplane
dive	product-airplane
bombers	product-airplane
,	O
which	O
is	O
reconstructed	O
in	O
the	O
film	O
``	O
The	O
Battle	art-film
of	art-film
Britain	art-film
``	O
.	O

This	O
makes	O
him	O
one	O
of	O
the	O
most	O
successful	O
Iranian	O
fighter	O
aces	O
and	O
the	O
most	O
successful	O
F-14	product-airplane
Tomcat	product-airplane
pilot	O
worldwide	O
.	O

The	O
Yakovlev	product-airplane
Yak-40	product-airplane
then	O
banked	O
sharply	O
to	O
the	O
right	O
,	O
struck	O
the	O
ground	O
,	O
and	O
caught	O
fire	O
.	O

The	O
Squadron	product-airplane
is	O
based	O
at	O
HMAS	product-airplane
Albatross	product-airplane
(	O
NAS	product-airplane
Nowra	product-airplane
)	O
.	O

Flying	O
the	O
F-4E	product-airplane
Phantom	product-airplane
II	product-airplane
,	O
the	O
43d	O
inherited	O
a	O
dual	O
mission	O
of	O
Alaskan	location-GPE
air	O
defense	O
and	O
close	O
air	O
support	O
for	O
U.S.	organization-other
Army	organization-other
forces	O
.	O

Powell	person-athlete
was	O
on	O
his	O
way	O
to	O
the	O
1961	O
World	event-sportsevent
Figure	event-sportsevent
Skating	event-sportsevent
Championships	event-sportsevent
when	O
he	O
was	O
killed	O
in	O
the	O
crash	O
of	O
Sabena	product-airplane
Flight	product-airplane
548	product-airplane
in	O
Brussels	location-GPE
,	O
Belgium	location-GPE
.	O

The	O
squadron	O
initially	O
performed	O
acted	O
as	O
an	O
operational	O
training	O
unit	O
with	O
Curtiss	product-airplane
P-40	product-airplane
Warhawks	product-airplane
